id,date
08929236,20150106
08929241,20150106
08934355,20150113
08934359,20150113
08934360,20150113
08934365,20150113
08937876,20150120
08937883,20150120
08942115,20150127
08942116,20150127
08942119,20150127
08942120,20150127
08942121,20150127
08942122,20150127
08942123,20150127
08942131,20150127
08948026,20150203
08948028,20150203
08948030,20150203
08948032,20150203
08948035,20150203
08953468,20150210
08953469,20150210
08953470,20150210
08953471,20150210
08953475,20150210
08953478,20150210
08953483,20150210
08958316,20150217
08958319,20150217
08958320,20150217
08958323,20150217
08958325,20150217
08958326,20150217
08964578,20150224
08964579,20150224
08964581,20150224
08964583,20150224
08964588,20150224
08964594,20150224
08971200,20150303
08971206,20150303
08971207,20150303
08976685,20150310
08976690,20150310
08976692,20150310
08976696,20150310
08976697,20150310
08976700,20150310
08982713,20150317
08982717,20150317
08982724,20150317
08625453,20140107
08630193,20140114
08630194,20140114
08630197,20140114
08630198,20140114
08634321,20140121
08902763,20141202
08902764,20141202
08902765,20141202
08902780,20141202
08902783,20141202
08908540,20141209
08908542,20141209
08908545,20141209
08908547,20141209
08908548,20141209
08908550,20141209
08908551,20141209
08908559,20141209
08913509,20141216
08913517,20141216
08917615,20141223
08917617,20141223
08917618,20141223
08917619,20141223
08917621,20141223
08923147,20141230
08923151,20141230
08923152,20141230
08879411,20141104
08885496,20141111
08885499,20141111
08885501,20141111
08885502,20141111
08885510,20141111
08891389,20141118
08897148,20141125
08897150,20141125
08897161,20141125
08897162,20141125
08897167,20141125
08824315,20140902
08824318,20140902
08824319,20140902
08824320,20140902
08824323,20140902
08824327,20140902
08830847,20140909
08837308,20140916
08837309,20140916
08837310,20140916
08837312,20140916
08837313,20140916
08837314,20140916
08837319,20140916
08842559,20140923
08842563,20140923
08842565,20140923
08842567,20140923
08842568,20140923
08848554,20140930
08848556,20140930
08848560,20140930
08848564,20140930
08848565,20140930
08848568,20140930
08854992,20141007
08854994,20141007
08854995,20141007
08854996,20141007
08854998,20141007
08854999,20141007
08855000,20141007
08855001,20141007
08855003,20141007
08861387,20141014
08861388,20141014
08861390,20141014
08861395,20141014
08867386,20141021
08867390,20141021
08867393,20141021
08867395,20141021
08867396,20141021
08873411,20141028
08873412,20141028
08873413,20141028
08873423,20141028
08750139,20140610
08750143,20140610
08755300,20140617
08755301,20140617
08761039,20140624
08767566,20140701
08767569,20140701
08767570,20140701
08767574,20140701
08767575,20140701
08767576,20140701
08767582,20140701
08774018,20140708
08774020,20140708
08774023,20140708
08774028,20140708
08774033,20140708
08774034,20140708
08774035,20140708
08774042,20140708
08774043,20140708
08780743,20140715
08780745,20140715
08780751,20140715
08780754,20140715
08787182,20140722
08787183,20140722
08787188,20140722
08787191,20140722
08792368,20140729
08797888,20140805
08797898,20140805
08797900,20140805
08797905,20140805
08797907,20140805
08804545,20140812
08804546,20140812
08804547,20140812
08804553,20140812
08804554,20140812
08804557,20140812
08804560,20140812
08804563,20140812
08804565,20140812
08811196,20140819
08811205,20140819
08811207,20140819
08811208,20140819
08811212,20140819
08811221,20140819
08817638,20140826
08817639,20140826
08817643,20140826
08817649,20140826
08649277,20140211
08654665,20140218
08654666,20140218
08654667,20140218
08654668,20140218
08660026,20140225
08660029,20140225
08660030,20140225
08665736,20140304
08670336,20140311
08670343,20140311
08675505,20140318
08675506,20140318
08675511,20140318
08681643,20140325
08681650,20140325
08681653,20140325
08687508,20140401
08687511,20140401
08699363,20140415
08699367,20140415
08699369,20140415
08699374,20140415
08705380,20140422
08705394,20140422
08705397,20140422
08711717,20140429
08711718,20140429
08711720,20140429
08717918,20140506
08724491,20140513
08730824,20140520
08730826,20140520
08730828,20140520
08730830,20140520
08737240,20140527
08737249,20140527
08737250,20140527
08737251,20140527
08737258,20140527
08743708,20140603
08743712,20140603
08743713,20140603
08743720,20140603
08576742,20131105
08576744,20131105
08582448,20131112
08582455,20131112
08582456,20131112
08582459,20131112
08588089,20131119
08588094,20131119
08588095,20131119
08588098,20131119
08599710,20131203
08605609,20131210
08605612,20131210
08605615,20131210
08611235,20131217
08611236,20131217
08611238,20131217
08611240,20131217
08611241,20131217
08611248,20131217
08614960,20131224
08614964,20131224
08619608,20131231
08619610,20131231
08619611,20131231
08619619,20131231
